user_id,timestamp,call_duration_mins,data_usage_mb,complaint_flag,churn_label
USER_4737,2026-02-22 13:01:25.320087,92.13,2356.37,0,0
USER_2711,2026-02-19 15:26:25.320087,59.62,319.29,0,0
USER_1752,2026-03-08 13:40:25.320087,95.04,1786.32,0,0
USER_3469,2026-02-18 19:32:25.320087,103.05,2434.6,0,0
USER_4969,2026-02-24 04:43:25.320087,60.06,2762.21,0,0
USER_2392,2026-02-22 05:51:25.320087,108.1,1216.36,0,0
USER_3693,2026-03-05 06:43:25.320087,118.85,248.51,0,0
USER_3605,2026-02-28 17:52:25.320087,21.45,34.56,0,0
USER_3097,2026-02-22 05:10:25.320087,117.49,1017.68,0,0
USER_1677,2026-02-11 22:31:25.320087,29.87,2435.61,0,0
USER_1105,2026-02-15 16:49:25.320087,112.12,1801.26,0,0
USER_4287,2026-03-08 19:01:25.320087,102.21,,0,0
USER_1657,2026-02-19 19:41:25.320087,109.97,1567.18,0,0
USER_2946,2026-03-04 06:05:25.320087,55.59,2769.89,0,0
USER_2448,2026-03-01 01:28:25.320087,18.55,4311.7,0,0
USER_2095,2026-03-01 10:46:25.320087,27.1,2573.54,0,0
USER_1987,2026-02-20 05:56:25.320087,36.91,2782.88,0,0
USER_3889,2026-03-12 04:03:25.320087,30.34,3198.98,0,1
USER_2808,2026-03-10 12:50:25.320087,116.1,1440.45,0,0
USER_2782,2026-02-12 11:08:25.320087,19.15,3677.83,0,0
USER_1445,2026-03-06 08:04:25.320087,82.45,3838.63,0,0
USER_2948,2026-02-28 15:52:25.320087,61.64,815.66,0,1
USER_4257,2026-02-18 12:40:25.320087,4.59,2845.72,0,0
USER_3117,2026-03-04 21:30:25.320087,25.78,2220.37,0,0
USER_2997,2026-03-09 13:13:25.320087,112.06,572.17,0,0
USER_3197,2026-02-16 10:58:25.320087,98.11,4683.05,0,0
USER_4317,2026-03-12 04:27:25.320087,70.52,1556.59,0,0
USER_1773,2026-02-22 10:24:25.320087,9.67,2328.51,0,0
USER_2561,2026-03-04 22:52:25.320087,17.06,1833.34,0,0
USER_2675,2026-03-02 08:51:25.320087,87.81,3687.66,0,0
USER_2122,2026-03-06 10:21:25.320087,90.97,3140.66,0,0
USER_4981,2026-03-01 18:15:25.320087,114.99,3230.26,0,0
USER_2301,2026-03-01 05:32:25.320087,25.07,259.83,0,0
USER_2586,2026-02-23 23:14:25.320087,78.06,4880.26,0,0
USER_2686,2026-02-25 02:06:25.320087,51.99,1416.15,0,0
USER_1943,2026-03-03 02:52:25.320087,14.11,719.82,0,0
USER_1454,2026-02-23 16:25:25.320087,40.67,1138.7,0,0
USER_2127,2026-03-02 18:09:25.320087,44.41,3549.93,0,0
USER_1945,2026-02-24 18:20:25.320087,54.69,4852.31,0,1
USER_1600,2026-02-21 11:14:25.320087,35.52,1422.55,0,0
USER_3700,2026-03-01 18:47:25.320087,66.54,1315.29,0,0
USER_1724,2026-03-04 13:24:25.320087,72.97,4735.27,0,0
USER_3280,2026-02-12 01:56:25.320087,,3087.9,0,0
USER_2417,2026-03-01 07:41:25.320087,45.12,2741.93,0,0
USER_2524,2026-02-27 17:06:25.320087,78.83,1415.44,0,0
USER_4766,2026-03-02 05:52:25.320087,6.98,2677.19,0,0
USER_1250,2026-02-20 12:49:25.320087,104.04,54.66,0,0
USER_2544,2026-03-03 16:53:25.320087,116.97,2794.33,0,1
USER_1078,2026-02-16 00:10:25.320087,7.11,2398.1,0,0
USER_4123,2026-03-04 02:19:25.320087,85.25,3003.27,0,0
USER_1897,2026-03-02 21:10:25.320087,30.64,3716.95,0,1
USER_3968,2026-02-19 03:45:25.320087,51.89,892.84,0,0
USER_1780,2026-02-28 19:55:25.320087,32.84,899.32,0,0
USER_1225,2026-02-19 12:32:25.320087,26.1,2232.07,0,0
USER_2074,2026-02-14 02:34:25.320087,53.2,3679.47,0,0
USER_2209,2026-02-28 19:25:25.320087,44.91,832.15,0,0
USER_2057,2026-03-11 05:16:25.320087,51.38,2110.28,0,0
USER_1802,2026-03-02 22:08:25.320087,97.07,2800.72,0,0
USER_1741,2026-03-10 12:25:25.320087,117.45,,0,0
USER_3178,2026-03-10 06:20:25.320087,17.63,4372.63,0,0
USER_4070,2026-02-10 14:49:25.320087,89.42,1764.39,0,0
USER_3679,2026-02-26 22:17:25.320087,66.12,880.97,0,0
USER_4514,2026-02-19 07:40:25.320087,45.08,1104.58,0,0
USER_3885,2026-02-26 16:29:25.320087,79.44,4178.11,0,0
USER_3806,2026-02-13 21:33:25.320087,105.84,2491.3,0,0
USER_4503,2026-03-10 18:19:25.320087,77.16,2063.37,0,0
USER_1703,2026-03-01 00:14:25.320087,84.58,3472.76,0,0
USER_3544,2026-02-10 23:28:25.320087,18.21,2308.1,0,0
USER_2426,2026-02-27 07:54:25.320087,85.69,4993.94,0,0
USER_3370,2026-02-16 22:46:25.320087,118.34,2139.16,1,0
USER_4281,2026-03-10 02:11:25.320087,,1867.55,0,0
USER_1614,2026-02-17 10:21:25.320087,49.4,4459.74,0,0
USER_1328,2026-03-04 21:24:25.320087,105.93,,0,0
USER_2395,2026-02-27 01:00:25.320087,71.17,391.59,0,0
USER_2483,2026-02-18 07:28:25.320087,,2357.45,0,0
USER_1132,2026-03-04 15:19:25.320087,117.4,4948.26,0,0
USER_1834,2026-02-28 22:26:25.320087,73.78,1792.19,0,0
USER_3698,2026-03-04 03:00:25.320087,13.15,3477.73,0,0
USER_1120,2026-03-06 19:40:25.320087,68.88,2441.98,0,0
USER_3653,2026-02-15 12:49:25.320087,86.71,3577.46,0,0
USER_2475,2026-02-25 22:05:25.320087,28.85,1715.82,0,0
USER_1964,2026-02-17 15:15:25.320087,,4506.96,0,0
USER_1128,2026-03-07 21:27:25.320087,115.93,484.44,1,0
USER_4162,2026-02-19 19:50:25.320087,28.18,4031.61,0,0
USER_4675,2026-03-06 18:32:25.320087,59.16,405.35,0,0
USER_2598,2026-03-09 11:20:25.320087,38.02,4954.85,0,0
USER_3076,2026-02-14 10:09:25.320087,46.85,973.67,0,0
USER_3769,2026-03-05 20:47:25.320087,100.53,1913.39,0,0
USER_2547,2026-02-16 06:54:25.320087,98.91,1991.4,0,0
USER_1332,2026-02-19 09:51:25.320087,1.5,4873.8,0,1
USER_4368,2026-02-20 17:35:25.320087,15.09,116.32,0,0
USER_2153,2026-02-15 21:14:25.320087,42.21,1318.5,0,1
USER_2316,2026-03-11 10:37:25.320087,,2899.64,0,0
USER_2196,2026-02-20 15:35:25.320087,11.68,2829.1,0,0
USER_4791,2026-02-22 01:44:25.320087,82.68,956.56,1,0
USER_3991,2026-03-01 11:29:25.320087,77.3,2235.76,0,1
USER_4095,2026-03-03 19:58:25.320087,30.15,119.4,0,0
USER_4170,2026-02-23 16:43:25.320087,43.72,3958.96,0,0
USER_2429,2026-03-09 05:33:25.320087,58.81,668.54,0,0
USER_1355,2026-02-12 20:34:25.320087,5.91,837.9,0,0
USER_1138,2026-03-06 16:32:25.320087,19.0,2167.45,0,0
USER_2526,2026-02-20 08:15:25.320087,77.79,4175.53,0,0
USER_4897,2026-02-19 08:43:25.320087,,2069.03,0,0
USER_2197,2026-03-03 10:30:25.320087,72.26,2439.06,0,0
USER_1028,2026-02-22 10:53:25.320087,116.81,209.23,0,0
USER_1930,2026-02-17 18:52:25.320087,90.78,2198.26,0,0
USER_3543,2026-02-18 23:24:25.320087,116.2,4601.05,0,1
USER_2013,2026-02-27 18:40:25.320087,71.12,290.95,0,0
USER_3702,2026-03-10 02:21:25.320087,0.68,1697.93,0,0
USER_1827,2026-03-02 10:06:25.320087,11.71,2838.74,0,0
USER_1350,2026-02-24 19:58:25.320087,83.79,3949.52,0,0
USER_3601,2026-02-27 13:57:25.320087,36.96,4078.57,0,0
USER_3024,2026-03-10 05:27:25.320087,49.95,241.43,0,0
USER_1298,2026-02-27 09:20:25.320087,81.21,4531.31,1,0
USER_2743,2026-02-16 13:43:25.320087,40.35,2437.41,0,0
USER_2865,2026-03-02 02:06:25.320087,104.9,129.5,0,0
USER_2215,2026-02-25 14:03:25.320087,46.8,2523.07,0,0
USER_2695,2026-02-18 11:41:25.320087,5.8,4367.11,0,0
USER_3111,2026-02-16 05:54:25.320087,118.11,1021.14,0,0
USER_1754,2026-02-11 22:03:25.320087,59.02,4396.07,0,0
USER_1769,2026-03-05 08:00:25.320087,42.39,2813.64,0,0
USER_4735,2026-03-04 07:11:25.320087,107.95,905.58,0,0
USER_2238,2026-03-02 04:15:25.320087,103.37,2515.06,0,0
USER_1833,2026-02-17 22:16:25.320087,5.02,1952.77,0,0
USER_3213,2026-02-27 23:03:25.320087,97.11,3570.8,0,0
USER_4614,2026-03-06 05:09:25.320087,59.05,2936.24,0,0
USER_2906,2026-02-20 18:03:25.320087,80.98,2995.05,0,0
USER_4303,2026-02-16 18:54:25.320087,17.94,2744.27,1,0
USER_4865,2026-03-01 00:48:25.320087,80.26,3684.7,0,0
USER_2564,2026-02-22 01:19:25.320087,28.0,1118.87,0,1
USER_2218,2026-02-27 22:26:25.320087,,3081.25,0,0
USER_1505,2026-02-25 18:26:25.320087,16.59,1246.57,0,0
USER_2357,2026-02-19 06:24:25.320087,36.34,346.4,0,0
USER_4839,2026-02-26 02:24:25.320087,119.0,3679.27,0,0
USER_3840,2026-02-25 04:53:25.320087,6.99,1247.24,0,0
USER_4375,2026-03-04 17:06:25.320087,40.04,367.29,0,0
USER_3880,2026-03-02 22:13:25.320087,63.24,991.33,0,0
USER_2460,2026-02-26 17:42:25.320087,25.22,4964.56,0,0
USER_4394,2026-02-12 11:10:25.320087,115.41,4183.38,0,0
USER_4573,2026-02-27 09:19:25.320087,55.54,2835.62,0,0
USER_3905,2026-02-11 11:01:25.320087,83.28,1706.67,0,0
USER_4985,2026-02-25 23:01:25.320087,43.52,1713.63,0,0
USER_2416,2026-02-24 05:56:25.320087,23.71,1793.05,0,0
USER_3853,2026-03-02 05:55:25.320087,36.78,4919.35,0,0
USER_4670,2026-03-08 19:58:25.320087,33.92,3780.19,0,0
USER_2172,2026-02-22 02:09:25.320087,101.78,1768.72,0,0
USER_1760,2026-02-11 04:20:25.320087,,97.63,0,1
USER_1832,2026-02-27 09:29:25.320087,107.29,1327.06,0,0
USER_2428,2026-02-12 07:52:25.320087,,1046.72,1,0
USER_1282,2026-02-17 11:59:25.320087,,1057.55,0,0
USER_4433,2026-02-17 16:33:25.320087,96.76,4748.44,0,0
USER_1378,2026-02-21 01:51:25.320087,55.59,1221.32,1,0
USER_1197,2026-02-22 10:21:25.320087,11.57,819.61,0,1
USER_4062,2026-02-19 21:28:25.320087,65.23,4159.95,0,0
USER_4071,2026-02-12 21:17:25.320087,15.03,4101.38,0,0
USER_1555,2026-03-04 06:33:25.320087,99.05,,0,0
USER_1355,2026-02-27 20:56:25.320087,77.92,3147.77,0,0
USER_2563,2026-02-27 17:45:25.320087,,4905.94,0,0
USER_4500,2026-02-22 02:19:25.320087,0.55,4749.98,0,0
USER_2040,2026-02-17 21:39:25.320087,115.23,1363.54,0,1
USER_3686,2026-03-02 22:40:25.320087,16.07,2007.91,0,0
USER_1378,2026-02-12 02:41:25.320087,22.42,1543.37,0,0
USER_1679,2026-02-14 19:42:25.320087,118.35,987.31,0,0
USER_3553,2026-03-08 14:14:25.320087,11.2,1111.2,0,0
USER_2779,2026-03-12 00:48:25.320087,89.13,3098.76,0,0
USER_1898,2026-02-18 20:08:25.320087,11.85,2723.31,0,0
USER_1075,2026-02-14 21:21:25.320087,88.07,4100.53,0,0
USER_1230,2026-03-03 22:05:25.320087,106.78,1907.02,0,0
USER_2739,2026-02-16 09:51:25.320087,42.29,3470.57,0,0
USER_1961,2026-02-25 12:30:25.320087,37.83,4984.8,0,0
USER_4319,2026-02-15 05:17:25.320087,111.99,2236.64,0,0
USER_3349,2026-02-17 02:06:25.320087,9.42,,0,0
USER_3773,2026-03-06 19:02:25.320087,42.03,3413.09,0,0
USER_3262,2026-02-28 11:32:25.320087,78.52,3132.06,0,0
USER_4229,2026-02-12 01:08:25.320087,82.66,1091.21,0,1
USER_3116,2026-02-22 09:59:25.320087,54.64,2915.22,0,0
USER_1392,2026-02-14 15:37:25.320087,102.51,161.59,0,0
USER_2108,2026-02-14 04:13:25.320087,101.95,4209.34,0,0
USER_1266,2026-02-27 20:04:25.320087,98.14,2220.58,0,1
USER_2092,2026-02-16 14:45:25.320087,20.91,2391.62,1,0
USER_1610,2026-02-19 11:10:25.320087,77.78,432.32,0,1
USER_2370,2026-03-04 10:33:25.320087,102.19,784.54,0,0
USER_2008,2026-02-21 16:54:25.320087,11.77,1888.51,0,1
USER_1961,2026-02-27 20:12:25.320087,29.73,4385.3,0,0
USER_3775,2026-03-09 05:57:25.320087,117.37,709.18,0,0
USER_4998,2026-03-07 19:34:25.320087,55.69,1771.31,0,0
USER_1672,2026-03-04 02:22:25.320087,,,0,0
USER_3470,2026-03-06 09:52:25.320087,42.36,3807.01,0,0
USER_4677,2026-02-17 05:45:25.320087,47.37,1786.11,0,0
USER_4245,2026-02-23 10:18:25.320087,107.4,495.83,0,0
USER_2700,2026-02-24 20:22:25.320087,25.5,2795.95,0,0
USER_3162,2026-03-01 08:10:25.320087,,1249.57,1,0
USER_3267,2026-03-02 18:18:25.320087,60.33,2970.75,0,1
USER_1030,2026-02-24 12:29:25.320087,37.61,79.58,0,0
USER_4594,2026-03-04 23:55:25.320087,107.17,1423.95,0,0
USER_2366,2026-02-22 23:13:25.320087,76.14,991.69,0,0
USER_2400,2026-02-16 22:37:25.320087,60.7,3627.51,0,0
USER_2153,2026-02-18 15:05:25.320087,72.69,3715.79,0,0
USER_1616,2026-03-08 16:24:25.320087,2.87,3805.43,0,1
USER_1538,2026-03-03 02:27:25.320087,,,0,0
USER_3786,2026-02-13 16:20:25.320087,40.58,3059.22,0,0
USER_4073,2026-02-14 07:06:25.320087,73.18,4221.56,0,0
USER_1870,2026-03-10 17:04:25.320087,99.95,2992.65,0,0
USER_1100,2026-02-27 06:35:25.320087,41.79,2006.26,0,0
USER_4604,2026-02-11 15:58:25.320087,4.92,3949.35,0,1
USER_4129,2026-02-20 04:11:25.320087,0.62,2196.09,0,0
USER_2412,2026-02-14 12:48:25.320087,103.25,4743.78,0,0
USER_3739,2026-02-13 22:37:25.320087,65.81,108.63,0,0
USER_1940,2026-02-15 05:41:25.320087,78.23,3166.19,0,0
USER_1340,2026-02-17 12:08:25.320087,71.82,4787.4,0,0
USER_3908,2026-02-22 09:52:25.320087,20.7,1678.76,0,0
USER_2043,2026-02-22 22:43:25.320087,5.07,679.07,0,0
USER_4326,2026-02-12 19:03:25.320087,29.56,1436.98,0,1
USER_4388,2026-02-23 03:28:25.320087,118.91,418.67,0,0
USER_1037,2026-03-07 07:38:25.320087,50.43,1709.29,0,0
USER_1659,2026-02-24 17:19:25.320087,111.05,3483.61,0,0
USER_3033,2026-02-24 02:17:25.320087,31.6,4014.38,0,0
USER_2560,2026-03-06 20:09:25.320087,85.99,2917.93,0,0
USER_4457,2026-03-01 23:16:25.320087,3.61,3596.01,0,0
USER_2656,2026-03-06 18:29:25.320087,2.07,261.71,0,0
USER_3975,2026-03-07 00:45:25.320087,56.17,984.4,0,0
USER_2049,2026-03-08 22:41:25.320087,78.07,1932.15,0,0
USER_1453,2026-02-14 20:48:25.320087,115.49,4326.91,0,0
USER_2704,2026-03-10 21:36:25.320087,4.05,1602.47,0,1
USER_2346,2026-03-09 18:47:25.320087,118.55,288.68,0,1
USER_3784,2026-03-04 16:17:25.320087,56.88,1076.94,0,0
USER_4584,2026-03-12 09:43:25.320087,92.08,3790.56,0,0
USER_1818,2026-02-12 03:23:25.320087,77.73,3898.82,1,0
USER_1772,2026-03-06 04:17:25.320087,30.11,2987.53,0,0
USER_1012,2026-03-09 13:28:25.320087,,4945.49,0,1
USER_3962,2026-02-12 23:51:25.320087,71.14,3222.84,0,0
USER_4979,2026-02-21 23:23:25.320087,12.02,,0,0
USER_4631,2026-03-12 11:19:25.320087,93.08,3003.16,0,0
USER_1920,2026-03-01 17:44:25.320087,96.05,240.1,0,1
USER_1824,2026-02-18 12:48:25.320087,98.57,3314.47,0,1
USER_3418,2026-02-14 12:33:25.320087,101.91,4694.98,1,1
USER_2314,2026-02-25 16:06:25.320087,,3279.55,0,0
USER_3379,2026-02-28 04:37:25.320087,89.4,3176.61,0,0
USER_4677,2026-03-06 08:53:25.320087,70.85,2896.6,0,0
USER_3308,2026-02-13 17:10:25.320087,27.59,3289.78,0,0
USER_3017,2026-03-02 11:48:25.320087,10.42,4488.42,0,1
USER_4861,2026-02-23 12:34:25.320087,21.84,227.56,0,0
USER_4942,2026-02-21 13:15:25.320087,23.58,243.35,0,0
USER_2228,2026-02-26 06:07:25.320087,91.07,191.95,1,0
USER_1696,2026-03-01 07:28:25.320087,113.76,4873.06,0,0
USER_3734,2026-03-09 04:13:25.320087,97.83,,0,0
USER_1949,2026-02-18 08:05:25.320087,119.07,1464.22,0,0
USER_3434,2026-03-04 19:04:25.320087,5.72,4676.07,0,0
USER_4963,2026-03-07 08:12:25.320087,4.33,4508.87,0,0
USER_3868,2026-02-14 07:03:25.320087,82.18,575.13,0,0
USER_3515,2026-02-22 21:27:25.320087,3.56,,0,0
USER_2438,2026-02-12 04:35:25.320087,,3656.34,0,0
USER_1068,2026-02-11 23:42:25.320087,56.92,3447.27,0,0
USER_4543,2026-02-24 12:26:25.320087,110.97,4096.24,0,0
USER_4175,2026-02-17 02:38:25.320087,30.36,3787.99,0,0
USER_2781,2026-02-17 00:35:25.320087,77.27,,0,0
USER_4232,2026-03-05 10:00:25.320087,84.04,4791.68,0,1
USER_3247,2026-03-09 12:48:25.320087,34.83,1813.97,0,0
USER_3263,2026-03-11 11:17:25.320087,44.39,678.49,0,0
USER_2969,2026-03-11 03:48:25.320087,66.4,,0,0
USER_1211,2026-02-23 13:02:25.320087,46.35,1441.01,1,0
USER_1507,2026-02-19 04:47:25.320087,59.24,23.7,0,0
USER_3063,2026-03-11 13:29:25.320087,54.99,584.71,0,0
USER_2521,2026-03-10 03:16:25.320087,80.09,2890.54,0,0
USER_3931,2026-02-23 02:33:25.320087,10.22,1391.28,0,0
USER_1331,2026-03-06 07:30:25.320087,114.82,2560.39,0,0
USER_3764,2026-03-06 00:12:25.320087,12.79,3789.33,0,1
USER_4948,2026-03-03 22:40:25.320087,40.9,870.11,0,0
USER_1550,2026-02-24 21:08:25.320087,1.54,16.75,0,0
USER_2624,2026-02-21 02:59:25.320087,,3796.54,0,0
USER_1941,2026-02-20 17:25:25.320087,13.95,3279.56,0,0
USER_3303,2026-02-17 10:11:25.320087,33.78,1712.64,0,0
USER_4039,2026-02-16 16:03:25.320087,54.49,863.01,1,0
USER_4837,2026-02-28 06:35:25.320087,101.36,163.56,0,0
USER_1727,2026-02-27 00:02:25.320087,92.19,1332.14,0,0
USER_1879,2026-02-14 22:29:25.320087,18.42,4939.6,1,0
USER_3862,2026-03-06 01:51:25.320087,53.88,1694.21,0,0
USER_4243,2026-03-09 19:59:25.320087,40.26,3997.02,0,0
USER_1648,2026-02-19 10:58:25.320087,113.84,3766.04,0,0
USER_1999,2026-02-12 19:43:25.320087,102.76,495.17,0,1
USER_2521,2026-03-03 00:25:25.320087,18.48,1254.61,0,0
USER_3518,2026-02-17 00:35:25.320087,51.84,4295.42,0,0
USER_4455,2026-02-14 00:35:25.320087,53.64,1877.47,0,0
USER_3737,2026-02-13 06:46:25.320087,115.33,3611.85,0,0
USER_2612,2026-03-11 09:03:25.320087,95.53,1670.55,0,0
USER_3747,2026-02-13 15:15:25.320087,97.18,1849.36,0,0
USER_3554,2026-02-26 01:35:25.320087,44.49,,0,0
USER_4039,2026-02-20 11:51:25.320087,83.62,1184.7,0,0
USER_2009,2026-02-25 05:25:25.320087,38.77,2367.17,0,0
USER_2550,2026-03-01 08:59:25.320087,99.03,3623.82,0,0
USER_1803,2026-03-03 16:43:25.320087,115.23,79.96,0,0
USER_3878,2026-02-15 09:07:25.320087,73.41,4465.41,0,0
USER_4396,2026-02-27 09:09:25.320087,63.68,2437.08,0,0
USER_1213,2026-02-26 05:49:25.320087,104.76,3058.73,0,0
USER_4279,2026-02-16 09:13:25.320087,108.65,3702.89,0,0
USER_1168,2026-02-11 07:27:25.320087,11.28,694.02,0,0
USER_4401,2026-02-20 11:08:25.320087,83.83,4284.56,0,0
USER_4351,2026-02-14 00:44:25.320087,75.6,1817.72,0,0
USER_1977,2026-03-08 06:00:25.320087,25.62,263.79,0,0
USER_2328,2026-02-23 18:42:25.320087,15.42,4545.5,0,0
USER_1145,2026-03-04 06:15:25.320087,34.59,3980.25,0,0
USER_2798,2026-03-02 10:10:25.320087,20.69,1792.8,0,0
USER_1515,2026-02-10 21:23:25.320087,29.49,4246.02,0,1
USER_4161,2026-03-09 04:51:25.320087,110.15,3222.02,0,0
USER_1452,2026-03-08 10:31:25.320087,109.99,3967.15,0,0
USER_1059,2026-02-23 07:57:25.320087,30.8,4832.32,0,0
USER_4382,2026-02-19 05:39:25.320087,24.65,326.14,0,0
USER_1527,2026-03-10 14:20:25.320087,54.82,,0,0
USER_4298,2026-02-15 10:07:25.320087,79.84,338.48,1,0
USER_2023,2026-02-25 00:54:25.320087,16.98,3383.95,0,0
USER_3521,2026-03-11 08:34:25.320087,98.18,4045.04,0,0
USER_2564,2026-02-23 16:29:25.320087,,1974.81,0,0
USER_4734,2026-03-12 08:21:25.320087,14.05,1164.98,0,0
USER_3804,2026-03-09 06:53:25.320087,76.55,1129.09,0,0
USER_3829,2026-02-21 13:51:25.320087,24.9,1588.59,0,0
USER_2102,2026-03-12 03:01:25.320087,27.87,3690.06,1,0
USER_1432,2026-03-10 21:57:25.320087,105.23,4948.65,0,0
USER_4872,2026-02-28 19:11:25.320087,44.02,4915.85,0,0
USER_2176,2026-02-26 21:15:25.320087,110.59,1088.75,0,0
USER_4860,2026-02-26 13:29:25.320087,13.49,710.57,0,1
USER_1400,2026-03-06 08:02:25.320087,111.83,808.98,0,0
USER_4350,2026-03-07 13:53:25.320087,109.81,2895.94,0,0
USER_3104,2026-03-09 21:01:25.320087,65.0,2963.97,0,0
USER_4050,2026-02-12 04:33:25.320087,91.12,4501.63,0,0
USER_3233,2026-02-11 20:37:25.320087,52.74,1982.73,0,0
USER_3445,2026-02-25 19:36:25.320087,92.0,4329.89,0,0
USER_1604,2026-02-14 18:52:25.320087,29.54,,0,0
USER_3835,2026-02-14 03:53:25.320087,108.43,4159.25,0,0
USER_3205,2026-02-18 23:57:25.320087,94.72,1800.23,0,0
USER_2810,2026-02-15 17:07:25.320087,88.04,4227.64,0,1
USER_4764,2026-03-03 07:06:25.320087,96.68,1581.24,0,1
USER_4430,2026-03-04 06:50:25.320087,41.71,3698.14,0,0
USER_2463,2026-02-24 07:56:25.320087,23.2,,0,0
USER_3636,2026-03-11 00:16:25.320087,42.9,614.65,0,0
USER_3513,2026-03-03 23:30:25.320087,,571.26,0,0
USER_4734,2026-02-22 15:25:25.320087,32.79,3646.87,0,0
USER_3493,2026-02-28 23:31:25.320087,,3446.05,0,1
USER_2773,2026-03-02 08:23:25.320087,101.66,885.48,0,0
USER_3848,2026-03-07 23:57:25.320087,111.67,4995.69,0,0
USER_4814,2026-03-06 18:12:25.320087,86.8,711.51,0,0
USER_4559,2026-02-12 22:50:25.320087,107.08,2483.42,0,0
USER_2553,2026-02-28 13:55:25.320087,35.32,,0,0
USER_2096,2026-02-26 00:43:25.320087,81.49,426.67,0,0
USER_1928,2026-03-06 12:31:25.320087,117.22,,0,0
USER_2951,2026-02-19 15:58:25.320087,73.49,4990.45,0,0
USER_4772,2026-03-06 10:55:25.320087,51.63,4793.03,0,0
USER_2973,2026-02-24 10:47:25.320087,31.89,1879.78,0,0
USER_3064,2026-02-20 05:03:25.320087,38.11,2509.6,0,0
USER_2554,2026-03-09 13:20:25.320087,24.7,4517.95,0,0
USER_3778,2026-03-01 21:43:25.320087,84.49,4563.65,0,0
USER_1325,2026-02-11 18:00:25.320087,87.02,3895.53,0,0
USER_1994,2026-02-23 18:50:25.320087,93.66,1298.68,0,0
USER_4703,2026-02-20 14:53:25.320087,56.36,1865.58,0,0
USER_1612,2026-02-15 03:29:25.320087,17.02,2869.21,0,0
USER_3593,2026-02-19 06:13:25.320087,50.92,4277.08,0,0
USER_1595,2026-03-02 07:24:25.320087,89.95,2211.13,0,0
USER_1920,2026-03-08 10:59:25.320087,102.77,3124.12,0,0
USER_4779,2026-02-13 00:14:25.320087,10.2,2058.2,0,0
USER_1841,2026-02-24 20:52:25.320087,29.65,2949.1,0,0
USER_2225,2026-02-23 12:19:25.320087,115.45,81.68,0,0
USER_1343,2026-02-15 13:40:25.320087,52.12,1863.0,0,0
USER_2876,2026-03-07 04:05:25.320087,8.94,3834.92,0,0
USER_4594,2026-03-11 13:27:25.320087,24.84,133.24,0,0
USER_1858,2026-03-04 04:11:25.320087,99.4,4090.11,0,0
USER_2423,2026-02-23 09:09:25.320087,91.26,4926.92,0,0
USER_4289,2026-03-02 15:39:25.320087,,2448.8,0,0
USER_1444,2026-02-11 11:15:25.320087,12.64,866.95,0,0
USER_2788,2026-02-20 01:35:25.320087,9.99,4258.13,0,0
USER_1221,2026-03-07 22:23:25.320087,,3968.5,0,0
USER_4454,2026-02-16 11:11:25.320087,83.62,4896.1,0,0
USER_4952,2026-02-18 01:51:25.320087,39.19,1236.76,0,0
USER_1591,2026-02-20 21:53:25.320087,10.8,942.97,0,0
USER_2030,2026-03-11 14:51:25.320087,59.29,678.72,0,0
USER_2295,2026-03-02 07:06:25.320087,26.67,2226.0,0,0
USER_4810,2026-03-08 01:44:25.320087,22.12,3638.55,0,0
USER_2017,2026-02-28 19:49:25.320087,93.07,,0,0
USER_3063,2026-03-04 19:30:25.320087,72.73,2137.42,0,0
USER_2447,2026-03-06 20:29:25.320087,,1251.61,0,0
USER_3045,2026-02-23 11:42:25.320087,55.54,1985.95,0,0
USER_1523,2026-02-18 19:00:25.320087,27.26,266.45,0,0
USER_3850,2026-03-10 14:14:25.320087,67.62,1943.34,0,0
USER_4824,2026-02-17 13:36:25.320087,90.96,373.16,0,0
USER_3068,2026-02-21 00:08:25.320087,51.69,3855.08,0,1
USER_4761,2026-02-28 13:24:25.320087,46.36,229.49,0,0
USER_3275,2026-02-28 00:15:25.320087,30.59,1700.6,0,0
USER_4055,2026-02-14 07:40:25.320087,39.15,653.28,0,0
USER_2808,2026-02-22 23:17:25.320087,43.53,3571.31,0,1
USER_2311,2026-02-27 15:52:25.320087,37.88,719.79,0,0
USER_3856,2026-03-08 21:55:25.320087,11.29,3264.06,0,0
USER_4205,2026-02-17 03:39:25.320087,18.16,3083.37,0,0
USER_2306,2026-03-01 07:49:25.320087,119.55,2927.77,0,0
USER_3451,2026-03-02 10:43:25.320087,43.88,1337.11,0,0
USER_4736,2026-02-23 12:54:25.320087,96.74,4440.2,0,0
USER_2089,2026-02-19 02:02:25.320087,86.22,954.85,0,0
USER_2672,2026-02-18 13:38:25.320087,67.92,1839.94,0,0
USER_4675,2026-02-15 19:58:25.320087,54.25,3641.53,0,0
USER_1436,2026-03-06 01:25:25.320087,80.0,1136.0,0,0
USER_1828,2026-03-11 02:40:25.320087,70.31,3038.96,0,0
USER_3981,2026-02-24 01:40:25.320087,88.2,3578.2,0,0
USER_1258,2026-03-08 00:06:25.320087,119.26,2758.63,0,0
USER_3003,2026-02-14 14:22:25.320087,38.13,1623.34,0,0
USER_2989,2026-02-17 03:42:25.320087,40.41,3937.05,0,0
USER_1102,2026-02-13 13:31:25.320087,82.85,547.23,0,0
USER_1992,2026-02-24 16:14:25.320087,101.42,1151.09,0,0
USER_4638,2026-02-28 04:03:25.320087,23.2,1862.18,0,1
